oasis ids,period 1,period 2,period 3,period 4,period 5,period 6,period 7,period 8,period 9,period 10,period 11,period 12,Text files
stephenh1-243853,post medieval,,,,,,,,,,,,
stephenh1-244141,post medieval,,,,,,,,,,,,
stephenh1-244492,post medieval,,,,,,,,,,,,
stephenh1-250933,post medieval,,,,,,,,,,,,
stephenh1-270442,post medieval,,,,,,,,,,,,
stephenh1-271886,post medieval,,,,,,,,,,,,
stephenh1-290623,post medieval,,,,,,,,,,,,
stephenh1-294297,post medieval,,,,,,,,,,,,
stephenh1-311950,post medieval,,,,,,,,,,,,
stephenh1-317734,post medieval,,,,,,,,,,,,
stephenh1-41841,post medieval,,,,,,,,,,,,
stephenh1-41850,post medieval,,,,,,,,,,,,
stephenh1-41861,post medieval,,,,,,,,,,,,
stephenh1-41971,post medieval,,,,,,,,,,,,
stephenh1-42776,post medieval,,,,,,,,,,,,
stephenh1-44188,post medieval,,,,,,,,,,,,
stephenh1-46253,post medieval,,,,,,,,,,,,
stephenh1-46269,post medieval,,,,,,,,,,,,
stephenh1-46592,post medieval,,,,,,,,,,,,
stephenh1-46594,post medieval,,,,,,,,,,,,
stephenh1-46597,post medieval,,,,,,,,,,,,
stephenh1-46717,post medieval,,,,,,,,,,,,
stephenh1-46957,post medieval,,,,,,,,,,,,
stephenh1-47447,post medieval,,,,,,,,,,,,
stephenh1-47579,post medieval,,,,,,,,,,,,
stephenh1-47965,post medieval,,,,,,,,,,,,
stephenh1-48416,post medieval,,,,,,,,,,,,
stephenh1-48676,post medieval,,,,,,,,,,,,
stephenh1-48682,post medieval,,,,,,,,,,,,
stephenh1-48690,post medieval,,,,,,,,,,,,
stephenh1-48703,post medieval,,,,,,,,,,,,
stephenh1-48754,post medieval,,,,,,,,,,,,
stephenh1-54175,post medieval,,,,,,,,,,,,
stephenh1-54178,post medieval,,,,,,,,,,,,
stephenh1-54181,post medieval,,,,,,,,,,,,
stephenh1-54187,post medieval,,,,,,,,,,,,
stephenh1-58087,post medieval,,,,,,,,,,,,
stephenh1-58566,post medieval,,,,,,,,,,,,
stephenh1-60833,post medieval,,,,,,,,,,,,
stephenh1-60838,post medieval,,,,,,,,,,,,
stephenh1-60987,post medieval,,,,,,,,,,,,
stephenh1-61459,post medieval,,,,,,,,,,,,
stephenh1-61672,post medieval,,,,,,,,,,,,
stephenh1-61701,post medieval,,,,,,,,,,,,
stephenh1-64745,post medieval,,,,,,,,,,,,
stephenh1-68966,post medieval,,,,,,,,,,,,
stephenh1-68997,post medieval,,,,,,,,,,,,
stephenh1-72115,post medieval,,,,,,,,,,,,
stephenh1-72267,post medieval,,,,,,,,,,,,
stephenh1-76087,post medieval,,,,,,,,,,,,
stephenh1-76093,post medieval,,,,,,,,,,,,
stephenh1-76098,post medieval,,,,,,,,,,,,
stephenh1-76160,post medieval,,,,,,,,,,,,
stephenh1-78352,post medieval,,,,,,,,,,,,
stephenh1-79936,post medieval,,,,,,,,,,,,
stephenh1-79941,post medieval,,,,,,,,,,,,
stephenh1-81088,post medieval,,,,,,,,,,,,
stephenh1-81325,post medieval,,,,,,,,,,,,
stephenh1-83148,post medieval,,,,,,,,,,,,
stephenh1-83174,post medieval,,,,,,,,,,,,
stephenh1-88467,post medieval,,,,,,,,,,,,
stephenh1-88477,post medieval,,,,,,,,,,,,
stephenh1-88484,post medieval,,,,,,,,,,,,
stephenh1-89262,post medieval,,,,,,,,,,,,
stephenh1-89294,post medieval,,,,,,,,,,,,
stephenh1-94586,post medieval,,,,,,,,,,,,
stephenh1-94618,post medieval,,,,,,,,,,,,
stephenh1-94628,post medieval,,,,,,,,,,,,
stephenh1-99640,post medieval,,,,,,,,,,,,
stephenj1-61360,post medieval,,,,,,,,,,,,
stevenpr1-165640,post medieval,,,,,,,,,,,,
stewartb1-309608,post medieval,,,,,,,,,,,,
stewartb1-36366,post medieval,,,,,,,,,,,,
stewartb1-65841,post medieval,,,,,,,,,,,,
stewartb1-76044,post medieval,,,,,,,,,,,,
stokeont2-109180,post medieval,,,,,,,,,,,,
stokeont2-297476,post medieval,,,,,,,,,,,,
stokeont2-297503,post medieval,,,,,,,,,,,,
stokeont2-300765,post medieval,,,,,,,,,,,,
stokeont2-52103,post medieval,,,,,,,,,,,,
stokeont2-52204,post medieval,,,,,,,,,,,,
stokeont2-56118,post medieval,,,,,,,,,,,,
stokeont2-58492,post medieval,,,,,,,,,,,,
stokeont2-65710,post medieval,,,,,,,,,,,,
stokeont2-67892,post medieval,,,,,,,,,,,,
stokeont2-71035,post medieval,,,,,,,,,,,,
stokeont2-71049,post medieval,,,,,,,,,,,,
stokeont2-76263,post medieval,,,,,,,,,,,,
stokeont2-78630,post medieval,,,,,,,,,,,,
stokeont2-78634,post medieval,,,,,,,,,,,,
stokeont2-85887,post medieval,,,,,,,,,,,,
stokeont2-85892,post medieval,,,,,,,,,,,,
stokeont2-87782,post medieval,,,,,,,,,,,,
stokeont2-95238,post medieval,,,,,,,,,,,,
stratasc1-193838,post medieval,,,,,,,,,,,,
stratasc1-209013,post medieval,,,,,,,,,,,,
stratasc1-22056,post medieval,,,,,,,,,,,,
stratasc1-254029,post medieval,,,,,,,,,,,,
stratasc1-27838,post medieval,,,,,,,,,,,,
suatltd1-48173,post medieval,,,,,,,,,,,,
suatltd1-48663,post medieval,,,,,,,,,,,,
suatltd1-56792,post medieval,,,,,,,,,,,,
substrat1-198350,post medieval,,,,,,,,,,,,
substrat1-217070,post medieval,roman,,,,,,,,,,,
substrat1-222127,post medieval,,,,,,,,,,,,
substrat1-226264,post medieval,,,,,,,,,,,,
substrat1-238112,post medieval,,,,,,,,,,,,
substrat1-239710,post medieval,,,,,,,,,,,,
substrat1-242596,post medieval,,,,,,,,,,,,
substrat1-249807,post medieval,,,,,,,,,,,,
substrat1-250637,post medieval,,,,,,,,,,,,
substrat1-254242,post medieval,,,,,,,,,,,,
substrat1-269801,post medieval,,,,,,,,,,,,
substrat1-270399,post medieval,,,,,,,,,,,,
substrat1-271026,post medieval,,,,,,,,,,,,
substrat1-281205,post medieval,,,,,,,,,,,,
substrat1-284141,post medieval,,,,,,,,,,,,
substrat1-285098,post medieval,,,,,,,,,,,,
substrat1-285335,post medieval,,,,,,,,,,,,
substrat1-285937,post medieval,,,,,,,,,,,,
substrat1-289643,post medieval,,,,,,,,,,,,
substrat1-290140,post medieval,,,,,,,,,,,,
substrat1-292602,post medieval,,,,,,,,,,,,
substrat1-302042,post medieval,,,,,,,,,,,,
substrat1-304824,post medieval,,,,,,,,,,,,
substrat1-309412,post medieval,,,,,,,,,,,,
substrat1-317414,post medieval,,,,,,,,,,,,
suffolka1-202910,post medieval,,,,,,,,,,,,
suffolka1-205423,post medieval,,,,,,,,,,,,
suffolka1-208194,post medieval,,,,,,,,,,,,
suffolka1-211551,post medieval,,,,,,,,,,,,
suffolka1-213995,post medieval,,,,,,,,,,,,
suffolka1-218709,post medieval,,,,,,,,,,,,
suffolka1-222600,post medieval,,,,,,,,,,,,
suffolka1-224544,post medieval,,,,,,,,,,,,
suffolka1-233529,post medieval,,,,,,,,,,,,
suffolka1-241040,post medieval,,,,,,,,,,,,
suffolka1-246601,post medieval,,,,,,,,,,,,
suffolka1-253326,post medieval,,,,,,,,,,,,
suffolka1-255241,post medieval,,,,,,,,,,,,
suffolka1-255986,post medieval,,,,,,,,,,,,
suffolka1-257779,post medieval,,,,,,,,,,,,
suffolka1-257816,post medieval,,,,,,,,,,,,
suffolka1-264950,post medieval,,,,,,,,,,,,
suffolka1-265672,post medieval,,,,,,,,,,,,
suffolka1-265727,post medieval,,,,,,,,,,,,
suffolka1-267072,post medieval,,,,,,,,,,,,
suffolka1-284561,post medieval,,,,,,,,,,,,
suffolka1-284855,post medieval,,,,,,,,,,,,
suffolka1-295612,post medieval,,,,,,,,,,,,
suffolka1-295947,post medieval,,,,,,,,,,,,
suffolka1-305329,post medieval,,,,,,,,,,,,
suffolka1-329737,post medieval,,,,,,,,,,,,
suffolka2-212528,post medieval,,,,,,,,,,,,
suffolkc1-100040,post medieval,,,,,,,,,,,,
suffolkc1-100163,post medieval,,,,,,,,,,,,
suffolkc1-10216,post medieval,,,,,,,,,,,,
suffolkc1-102372,post medieval,,,,,,,,,,,,
suffolkc1-102523,post medieval,,,,,,,,,,,,
suffolkc1-102814,post medieval,,,,,,,,,,,,
suffolkc1-104045,post medieval,,,,,,,,,,,,
suffolkc1-104365,post medieval,,,,,,,,,,,,
suffolkc1-105425,post medieval,roman,,,,,,,,,,,
suffolkc1-105561,post medieval,,,,,,,,,,,,
suffolkc1-106070,post medieval,,,,,,,,,,,,
suffolkc1-106485,post medieval,,,,,,,,,,,,
suffolkc1-10883,post medieval,,,,,,,,,,,,
suffolkc1-109018,post medieval,,,,,,,,,,,,
suffolkc1-109042,post medieval,,,,,,,,,,,,
suffolkc1-109875,post medieval,,,,,,,,,,,,
suffolkc1-109920,post medieval,,,,,,,,,,,,
suffolkc1-109924,post medieval,,,,,,,,,,,,
suffolkc1-110266,post medieval,,,,,,,,,,,,
suffolkc1-110270,post medieval,,,,,,,,,,,,
suffolkc1-110287,post medieval,,,,,,,,,,,,
suffolkc1-110717,post medieval,,,,,,,,,,,,
suffolkc1-11076,post medieval,,,,,,,,,,,,
suffolkc1-110805,post medieval,,,,,,,,,,,,
suffolkc1-11090,post medieval,,,,,,,,,,,,
suffolkc1-111158,post medieval,,,,,,,,,,,,
suffolkc1-112002,post medieval,,,,,,,,,,,,
suffolkc1-113063,post medieval,,,,,,,,,,,,
suffolkc1-113357,post medieval,,,,,,,,,,,,
suffolkc1-114511,post medieval,roman,,,,,,,,,,,
suffolkc1-114767,post medieval,,,,,,,,,,,,
suffolkc1-115324,post medieval,,,,,,,,,,,,
suffolkc1-115660,post medieval,,,,,,,,,,,,
suffolkc1-116445,post medieval,,,,,,,,,,,,
suffolkc1-119366,post medieval,,,,,,,,,,,,
suffolkc1-119665,post medieval,,,,,,,,,,,,
suffolkc1-119801,post medieval,,,,,,,,,,,,
suffolkc1-119807,post medieval,,,,,,,,,,,,
suffolkc1-121536,post medieval,,,,,,,,,,,,
suffolkc1-12156,post medieval,,,,,,,,,,,,
suffolkc1-121964,post medieval,,,,,,,,,,,,
suffolkc1-122312,post medieval,,,,,,,,,,,,
suffolkc1-122526,post medieval,,,,,,,,,,,,
suffolkc1-122894,post medieval,,,,,,,,,,,,
suffolkc1-12468,post medieval,,,,,,,,,,,,
suffolkc1-124893,post medieval,,,,,,,,,,,,
suffolkc1-125963,post medieval,,,,,,,,,,,,
suffolkc1-126087,post medieval,,,,,,,,,,,,
suffolkc1-126916,post medieval,,,,,,,,,,,,
suffolkc1-128180,post medieval,,,,,,,,,,,,
suffolkc1-129117,post medieval,,,,,,,,,,,,
suffolkc1-129705,post medieval,,,,,,,,,,,,
suffolkc1-129748,post medieval,,,,,,,,,,,,
suffolkc1-129939,post medieval,,,,,,,,,,,,
suffolkc1-131737,post medieval,,,,,,,,,,,,
suffolkc1-132074,post medieval,,,,,,,,,,,,
suffolkc1-132188,post medieval,,,,,,,,,,,,
suffolkc1-132730,post medieval,,,,,,,,,,,,
suffolkc1-132849,post medieval,,,,,,,,,,,,
suffolkc1-133462,post medieval,roman,,,,,,,,,,,
suffolkc1-133694,post medieval,,,,,,,,,,,,
suffolkc1-133793,post medieval,,,,,,,,,,,,
suffolkc1-133994,post medieval,,,,,,,,,,,,
suffolkc1-134129,post medieval,,,,,,,,,,,,
suffolkc1-134875,post medieval,,,,,,,,,,,,
suffolkc1-13529,post medieval,,,,,,,,,,,,
suffolkc1-135661,post medieval,,,,,,,,,,,,
suffolkc1-135723,post medieval,,,,,,,,,,,,
suffolkc1-136422,post medieval,,,,,,,,,,,,
suffolkc1-136496,post medieval,,,,,,,,,,,,
suffolkc1-136853,post medieval,,,,,,,,,,,,
suffolkc1-137679,post medieval,,,,,,,,,,,,
suffolkc1-138111,post medieval,,,,,,,,,,,,
suffolkc1-140480,post medieval,,,,,,,,,,,,
suffolkc1-141653,post medieval,roman,,,,,,,,,,,
suffolkc1-143637,post medieval,,,,,,,,,,,,
suffolkc1-144020,post medieval,,,,,,,,,,,,
suffolkc1-144550,post medieval,,,,,,,,,,,,
suffolkc1-145067,post medieval,,,,,,,,,,,,
suffolkc1-145225,post medieval,,,,,,,,,,,,
suffolkc1-145567,post medieval,,,,,,,,,,,,
suffolkc1-149435,post medieval,,,,,,,,,,,,
suffolkc1-150638,post medieval,,,,,,,,,,,,
suffolkc1-151100,post medieval,,,,,,,,,,,,
suffolkc1-151301,post medieval,,,,,,,,,,,,
suffolkc1-151585,post medieval,,,,,,,,,,,,
suffolkc1-15183,post medieval,,,,,,,,,,,,
suffolkc1-152397,post medieval,,,,,,,,,,,,
suffolkc1-152488,post medieval,,,,,,,,,,,,
suffolkc1-152681,post medieval,,,,,,,,,,,,
suffolkc1-15324,post medieval,,,,,,,,,,,,
suffolkc1-153499,post medieval,,,,,,,,,,,,
suffolkc1-15369,post medieval,,,,,,,,,,,,
suffolkc1-155989,post medieval,,,,,,,,,,,,
suffolkc1-156272,post medieval,,,,,,,,,,,,
suffolkc1-156721,post medieval,,,,,,,,,,,,
suffolkc1-157537,post medieval,,,,,,,,,,,,
suffolkc1-15890,post medieval,,,,,,,,,,,,
suffolkc1-160458,post medieval,,,,,,,,,,,,
suffolkc1-160726,post medieval,,,,,,,,,,,,
suffolkc1-160904,post medieval,,,,,,,,,,,,
suffolkc1-161049,post medieval,,,,,,,,,,,,
suffolkc1-161966,post medieval,,,,,,,,,,,,
suffolkc1-162553,post medieval,,,,,,,,,,,,
suffolkc1-164419,post medieval,,,,,,,,,,,,
suffolkc1-164609,post medieval,,,,,,,,,,,,
suffolkc1-164653,post medieval,,,,,,,,,,,,
suffolkc1-166537,post medieval,,,,,,,,,,,,
suffolkc1-167941,post medieval,,,,,,,,,,,,
suffolkc1-169818,post medieval,,,,,,,,,,,,
suffolkc1-170414,post medieval,,,,,,,,,,,,
suffolkc1-171390,post medieval,,,,,,,,,,,,
suffolkc1-171536,post medieval,,,,,,,,,,,,
suffolkc1-171995,post medieval,,,,,,,,,,,,
suffolkc1-173036,post medieval,,,,,,,,,,,,
suffolkc1-173744,post medieval,,,,,,,,,,,,
suffolkc1-176848,post medieval,,,,,,,,,,,,
suffolkc1-176945,post medieval,,,,,,,,,,,,
suffolkc1-178339,post medieval,,,,,,,,,,,,
suffolkc1-181078,post medieval,,,,,,,,,,,,
suffolkc1-182019,post medieval,,,,,,,,,,,,
suffolkc1-18371,post medieval,,,,,,,,,,,,
suffolkc1-185951,post medieval,,,,,,,,,,,,
suffolkc1-186010,post medieval,,,,,,,,,,,,
suffolkc1-199311,post medieval,,,,,,,,,,,,
suffolkc1-20302,post medieval,,,,,,,,,,,,
suffolkc1-20629,post medieval,,,,,,,,,,,,
suffolkc1-20977,post medieval,roman,,,,,,,,,,,
suffolkc1-22849,post medieval,,,,,,,,,,,,
suffolkc1-22899,post medieval,,,,,,,,,,,,
suffolkc1-24076,post medieval,,,,,,,,,,,,
suffolkc1-24954,post medieval,,,,,,,,,,,,
suffolkc1-25620,post medieval,,,,,,,,,,,,
suffolkc1-26375,post medieval,,,,,,,,,,,,
suffolkc1-26431,post medieval,,,,,,,,,,,,
suffolkc1-26498,post medieval,roman,,,,,,,,,,,
suffolkc1-26652,post medieval,,,,,,,,,,,,
suffolkc1-27158,post medieval,,,,,,,,,,,,
suffolkc1-2829,post medieval,,,,,,,,,,,,
suffolkc1-28387,post medieval,,,,,,,,,,,,
suffolkc1-28405,post medieval,,,,,,,,,,,,
suffolkc1-28532,post medieval,,,,,,,,,,,,
suffolkc1-29193,post medieval,,,,,,,,,,,,
suffolkc1-29894,post medieval,,,,,,,,,,,,
suffolkc1-30273,post medieval,,,,,,,,,,,,
suffolkc1-3055,post medieval,,,,,,,,,,,,
suffolkc1-31577,post medieval,,,,,,,,,,,,
suffolkc1-3166,post medieval,,,,,,,,,,,,
suffolkc1-3275,post medieval,,,,,,,,,,,,
suffolkc1-33406,post medieval,,,,,,,,,,,,
suffolkc1-34362,post medieval,,,,,,,,,,,,
suffolkc1-3453,post medieval,,,,,,,,,,,,
suffolkc1-3480,post medieval,,,,,,,,,,,,
suffolkc1-34835,post medieval,,,,,,,,,,,,
suffolkc1-3490,post medieval,,,,,,,,,,,,
suffolkc1-35213,post medieval,,,,,,,,,,,,
suffolkc1-36016,post medieval,,,,,,,,,,,,
suffolkc1-36464,post medieval,,,,,,,,,,,,
suffolkc1-36532,post medieval,roman,,,,,,,,,,,
suffolkc1-36567,post medieval,,,,,,,,,,,,
suffolkc1-3686,post medieval,,,,,,,,,,,,
suffolkc1-39688,post medieval,,,,,,,,,,,,
suffolkc1-39702,post medieval,,,,,,,,,,,,
suffolkc1-39871,post medieval,,,,,,,,,,,,
suffolkc1-40035,post medieval,,,,,,,,,,,,
suffolkc1-4077,post medieval,,,,,,,,,,,,
suffolkc1-42982,post medieval,,,,,,,,,,,,
suffolkc1-43516,post medieval,,,,,,,,,,,,
suffolkc1-45173,post medieval,,,,,,,,,,,,
suffolkc1-4521,post medieval,roman,,,,,,,,,,,
suffolkc1-45306,post medieval,,,,,,,,,,,,
suffolkc1-46802,post medieval,,,,,,,,,,,,
suffolkc1-48255,post medieval,,,,,,,,,,,,
suffolkc1-48436,post medieval,,,,,,,,,,,,
suffolkc1-4888,post medieval,,,,,,,,,,,,
suffolkc1-48933,post medieval,,,,,,,,,,,,
suffolkc1-49250,post medieval,roman,,,,,,,,,,,
suffolkc1-49553,post medieval,,,,,,,,,,,,
suffolkc1-49669,post medieval,,,,,,,,,,,,
suffolkc1-50430,post medieval,,,,,,,,,,,,
suffolkc1-51169,post medieval,,,,,,,,,,,,
suffolkc1-51371,post medieval,,,,,,,,,,,,
suffolkc1-51562,post medieval,,,,,,,,,,,,
suffolkc1-51564,post medieval,,,,,,,,,,,,
suffolkc1-51886,post medieval,,,,,,,,,,,,
suffolkc1-51904,post medieval,,,,,,,,,,,,
suffolkc1-5224,post medieval,,,,,,,,,,,,
suffolkc1-52644,post medieval,,,,,,,,,,,,
suffolkc1-52740,post medieval,,,,,,,,,,,,
suffolkc1-53350,post medieval,,,,,,,,,,,,
suffolkc1-53391,post medieval,,,,,,,,,,,,
suffolkc1-53411,post medieval,,,,,,,,,,,,
suffolkc1-53682,post medieval,,,,,,,,,,,,
suffolkc1-54013,post medieval,,,,,,,,,,,,
suffolkc1-54017,post medieval,,,,,,,,,,,,
suffolkc1-54019,post medieval,,,,,,,,,,,,
suffolkc1-54049,post medieval,,,,,,,,,,,,
suffolkc1-54067,post medieval,,,,,,,,,,,,
suffolkc1-54076,post medieval,,,,,,,,,,,,
suffolkc1-54084,post medieval,,,,,,,,,,,,
suffolkc1-54092,post medieval,,,,,,,,,,,,
suffolkc1-54129,post medieval,,,,,,,,,,,,
suffolkc1-54130,post medieval,,,,,,,,,,,,
suffolkc1-54243,post medieval,,,,,,,,,,,,
suffolkc1-54748,post medieval,,,,,,,,,,,,
suffolkc1-55103,post medieval,,,,,,,,,,,,
suffolkc1-56001,post medieval,,,,,,,,,,,,
suffolkc1-56002,post medieval,,,,,,,,,,,,
suffolkc1-56057,post medieval,,,,,,,,,,,,
suffolkc1-56162,post medieval,,,,,,,,,,,,
suffolkc1-56221,post medieval,,,,,,,,,,,,
suffolkc1-56853,post medieval,,,,,,,,,,,,
suffolkc1-56855,post medieval,,,,,,,,,,,,
suffolkc1-56859,post medieval,,,,,,,,,,,,
suffolkc1-56865,post medieval,,,,,,,,,,,,
suffolkc1-5727,post medieval,,,,,,,,,,,,
suffolkc1-57310,post medieval,,,,,,,,,,,,
suffolkc1-57386,post medieval,,,,,,,,,,,,
suffolkc1-58070,post medieval,,,,,,,,,,,,
suffolkc1-5830,post medieval,,,,,,,,,,,,
suffolkc1-58691,post medieval,,,,,,,,,,,,
suffolkc1-5945,post medieval,,,,,,,,,,,,
suffolkc1-59815,post medieval,,,,,,,,,,,,
suffolkc1-60024,post medieval,,,,,,,,,,,,
suffolkc1-60087,post medieval,,,,,,,,,,,,
suffolkc1-60404,post medieval,,,,,,,,,,,,
suffolkc1-60534,post medieval,,,,,,,,,,,,
suffolkc1-61466,post medieval,roman,,,,,,,,,,,
suffolkc1-61541,post medieval,,,,,,,,,,,,
suffolkc1-61545,post medieval,,,,,,,,,,,,
suffolkc1-61546,post medieval,,,,,,,,,,,,
suffolkc1-61575,post medieval,,,,,,,,,,,,
suffolkc1-61918,post medieval,,,,,,,,,,,,
suffolkc1-61921,post medieval,,,,,,,,,,,,
suffolkc1-62170,post medieval,,,,,,,,,,,,
suffolkc1-6225,post medieval,,,,,,,,,,,,
suffolkc1-62606,post medieval,,,,,,,,,,,,
suffolkc1-62608,post medieval,,,,,,,,,,,,
suffolkc1-62616,post medieval,,,,,,,,,,,,
suffolkc1-62617,post medieval,,,,,,,,,,,,
suffolkc1-63053,post medieval,,,,,,,,,,,,
suffolkc1-63071,post medieval,,,,,,,,,,,,
suffolkc1-64134,post medieval,,,,,,,,,,,,
suffolkc1-64230,post medieval,,,,,,,,,,,,
suffolkc1-64641,post medieval,,,,,,,,,,,,
suffolkc1-64646,post medieval,,,,,,,,,,,,
suffolkc1-64650,post medieval,,,,,,,,,,,,
suffolkc1-64696,post medieval,,,,,,,,,,,,
suffolkc1-65020,post medieval,roman,,,,,,,,,,,
suffolkc1-65045,post medieval,,,,,,,,,,,,
suffolkc1-65047,post medieval,,,,,,,,,,,,
suffolkc1-65167,post medieval,,,,,,,,,,,,
suffolkc1-66229,post medieval,,,,,,,,,,,,
suffolkc1-66231,post medieval,,,,,,,,,,,,
suffolkc1-66552,post medieval,,,,,,,,,,,,
suffolkc1-66573,post medieval,,,,,,,,,,,,
suffolkc1-66773,post medieval,,,,,,,,,,,,
suffolkc1-66952,post medieval,,,,,,,,,,,,
suffolkc1-6747,post medieval,,,,,,,,,,,,
suffolkc1-67741,post medieval,,,,,,,,,,,,
suffolkc1-6781,post medieval,,,,,,,,,,,,
suffolkc1-67849,post medieval,,,,,,,,,,,,
suffolkc1-68188,post medieval,,,,,,,,,,,,
suffolkc1-68961,post medieval,,,,,,,,,,,,
suffolkc1-6956,post medieval,,,,,,,,,,,,
suffolkc1-69971,post medieval,roman,,,,,,,,,,,
suffolkc1-70030,post medieval,,,,,,,,,,,,
suffolkc1-70322,post medieval,roman,,,,,,,,,,,
suffolkc1-70360,post medieval,,,,,,,,,,,,
suffolkc1-70615,post medieval,,,,,,,,,,,,
suffolkc1-71338,post medieval,,,,,,,,,,,,
suffolkc1-71364,post medieval,,,,,,,,,,,,
suffolkc1-71544,post medieval,,,,,,,,,,,,
suffolkc1-71618,post medieval,,,,,,,,,,,,
suffolkc1-71888,post medieval,,,,,,,,,,,,
suffolkc1-72140,post medieval,,,,,,,,,,,,
suffolkc1-72259,post medieval,,,,,,,,,,,,
suffolkc1-7246,post medieval,,,,,,,,,,,,
suffolkc1-72470,post medieval,,,,,,,,,,,,
suffolkc1-7259,post medieval,,,,,,,,,,,,
suffolkc1-72719,post medieval,,,,,,,,,,,,
suffolkc1-73597,post medieval,,,,,,,,,,,,
suffolkc1-74087,post medieval,,,,,,,,,,,,
suffolkc1-74454,post medieval,,,,,,,,,,,,
suffolkc1-74953,post medieval,,,,,,,,,,,,
suffolkc1-75757,post medieval,,,,,,,,,,,,
suffolkc1-75854,post medieval,,,,,,,,,,,,
suffolkc1-76013,post medieval,,,,,,,,,,,,
suffolkc1-76131,post medieval,,,,,,,,,,,,
suffolkc1-76196,post medieval,,,,,,,,,,,,
suffolkc1-76364,post medieval,,,,,,,,,,,,
suffolkc1-76537,post medieval,,,,,,,,,,,,
suffolkc1-7658,post medieval,,,,,,,,,,,,
suffolkc1-76616,post medieval,,,,,,,,,,,,
suffolkc1-77349,post medieval,,,,,,,,,,,,
suffolkc1-77403,post medieval,,,,,,,,,,,,
suffolkc1-77478,post medieval,,,,,,,,,,,,
suffolkc1-77583,post medieval,,,,,,,,,,,,
suffolkc1-77976,post medieval,,,,,,,,,,,,
suffolkc1-77996,post medieval,,,,,,,,,,,,
suffolkc1-7806,post medieval,,,,,,,,,,,,
suffolkc1-78079,post medieval,,,,,,,,,,,,
suffolkc1-78110,post medieval,,,,,,,,,,,,
suffolkc1-7841,post medieval,,,,,,,,,,,,
suffolkc1-78476,post medieval,,,,,,,,,,,,
suffolkc1-78688,post medieval,,,,,,,,,,,,
suffolkc1-79184,post medieval,,,,,,,,,,,,
suffolkc1-79344,post medieval,,,,,,,,,,,,
suffolkc1-79454,post medieval,roman,,,,,,,,,,,
suffolkc1-7962,post medieval,,,,,,,,,,,,
suffolkc1-79643,post medieval,,,,,,,,,,,,
suffolkc1-79961,post medieval,,,,,,,,,,,,
suffolkc1-79998,post medieval,,,,,,,,,,,,
suffolkc1-80567,post medieval,,,,,,,,,,,,
suffolkc1-81064,post medieval,,,,,,,,,,,,
suffolkc1-81124,post medieval,,,,,,,,,,,,
suffolkc1-81287,post medieval,,,,,,,,,,,,
suffolkc1-81903,post medieval,,,,,,,,,,,,
suffolkc1-82367,post medieval,,,,,,,,,,,,
suffolkc1-82450,post medieval,,,,,,,,,,,,
suffolkc1-82910,post medieval,,,,,,,,,,,,
suffolkc1-83107,post medieval,,,,,,,,,,,,
suffolkc1-83312,post medieval,,,,,,,,,,,,
suffolkc1-83621,post medieval,,,,,,,,,,,,
suffolkc1-83708,post medieval,,,,,,,,,,,,
suffolkc1-83874,post medieval,,,,,,,,,,,,
suffolkc1-84110,post medieval,,,,,,,,,,,,
suffolkc1-84285,post medieval,,,,,,,,,,,,
suffolkc1-8484,post medieval,,,,,,,,,,,,
suffolkc1-85050,post medieval,,,,,,,,,,,,
suffolkc1-85547,post medieval,,,,,,,,,,,,
suffolkc1-85551,post medieval,,,,,,,,,,,,
suffolkc1-86192,post medieval,roman,,,,,,,,,,,
suffolkc1-86249,post medieval,,,,,,,,,,,,
suffolkc1-86631,post medieval,,,,,,,,,,,,
suffolkc1-86862,post medieval,,,,,,,,,,,,
suffolkc1-87312,post medieval,,,,,,,,,,,,
suffolkc1-87741,post medieval,,,,,,,,,,,,
suffolkc1-88195,post medieval,,,,,,,,,,,,
suffolkc1-88578,post medieval,,,,,,,,,,,,
suffolkc1-89235,post medieval,,,,,,,,,,,,
suffolkc1-8932,post medieval,,,,,,,,,,,,
suffolkc1-89469,post medieval,,,,,,,,,,,,
suffolkc1-9026,post medieval,,,,,,,,,,,,
suffolkc1-90873,post medieval,,,,,,,,,,,,
suffolkc1-91000,post medieval,,,,,,,,,,,,
suffolkc1-91291,post medieval,,,,,,,,,,,,
suffolkc1-92095,post medieval,,,,,,,,,,,,
suffolkc1-92292,post medieval,,,,,,,,,,,,
suffolkc1-92613,post medieval,,,,,,,,,,,,
suffolkc1-93243,post medieval,,,,,,,,,,,,
suffolkc1-93454,post medieval,,,,,,,,,,,,
suffolkc1-9398,post medieval,,,,,,,,,,,,
suffolkc1-94235,post medieval,,,,,,,,,,,,
suffolkc1-9528,post medieval,,,,,,,,,,,,
suffolkc1-96400,post medieval,,,,,,,,,,,,
suffolkc1-96672,post medieval,,,,,,,,,,,,
suffolkc1-97125,post medieval,,,,,,,,,,,,
suffolkc1-98198,post medieval,,,,,,,,,,,,
suffolkc1-9934,post medieval,,,,,,,,,,,,
suffolkc1-99415,post medieval,,,,,,,,,,,,
suttonar1-16466,post medieval,,,,,,,,,,,,
suttonar1-48430,post medieval,,,,,,,,,,,,
suttonar1-48811,post medieval,,,,,,,,,,,,
suttonar1-5548,post medieval,,,,,,,,,,,,
suttonar1-5549,post medieval,,,,,,,,,,,,
suttonar1-5557,post medieval,,,,,,,,,,,,
suttonar1-68759,post medieval,,,,,,,,,,,,
