oasis ids,period 1,period 2,period 3,period 4,period 5,period 6,period 7,period 8,period 9,period 10,period 11,period 12,Text files
compassa1-173752,medieval,post medieval,,,,,,,,,,,
compassa1-181095,medieval,,,,,,,,,,,,
compassa1-187414,medieval,post medieval,roman,,,,,,,,,,
compassa1-21018,medieval,post medieval,,,,,,,,,,,
compassa1-22874,medieval,,,,,,,,,,,,
compassa1-230911,medieval,roman,,,,,,,,,,,
compassa1-238823,medieval,post medieval,roman,,,,,,,,,,
compassa1-24315,medieval,post medieval,,,,,,,,,,,
compassa1-249391,medieval,post medieval,,,,,,,,,,,
compassa1-250740,medieval,post medieval,,,,,,,,,,,
compassa1-267981,medieval,post medieval,roman,,,,,,,,,,
compassa1-29593,medieval,,,,,,,,,,,,
compassa1-52369,medieval,post medieval,,,,,,,,,,,
compassa1-60710,medieval,post medieval,,,,,,,,,,,
compassa1-81633,medieval,post medieval,,,,,,,,,,,
compassa1-97049,medieval,post medieval,,,,,,,,,,,
connolly1-34257,medieval,post medieval,,,,,,,,,,,
contexto1-100232,medieval,,,,,,,,,,,,
contexto1-115881,medieval,,,,,,,,,,,,
contexto1-123808,medieval,,,,,,,,,,,,
contexto1-127038,medieval,,,,,,,,,,,,
contexto1-131937,medieval,,,,,,,,,,,,
contexto1-139068,medieval,,,,,,,,,,,,
contexto1-144580,medieval,,,,,,,,,,,,
contexto1-154628,medieval,,,,,,,,,,,,
contexto1-155341,medieval,post medieval,,,,,,,,,,,
contexto1-156726,medieval,post medieval,roman,,,,,,,,,,
contexto1-160278,medieval,post medieval,,,,,,,,,,,
contexto1-163919,medieval,post medieval,,,,,,,,,,,
contexto1-167458,medieval,,,,,,,,,,,,
contexto1-181620,medieval,post medieval,,,,,,,,,,,
contexto1-185331,medieval,,,,,,,,,,,,
contexto1-201610,medieval,,,,,,,,,,,,
contexto1-207955,medieval,,,,,,,,,,,,
contexto1-226699,medieval,,,,,,,,,,,,
contexto1-240794,medieval,,,,,,,,,,,,
contexto1-246734,medieval,,,,,,,,,,,,
contexto1-246984,medieval,post medieval,,,,,,,,,,,
contexto1-288385,medieval,,,,,,,,,,,,
contexto1-44099,medieval,,,,,,,,,,,,
contexto1-60299,medieval,,,,,,,,,,,,
contexto1-78987,medieval,post medieval,roman,,,,,,,,,,
contexto1-79002,medieval,post medieval,,,,,,,,,,,
contexto1-79015,medieval,,,,,,,,,,,,
contexto1-79059,medieval,,,,,,,,,,,,
cornwall2-102162,medieval,,,,,,,,,,,,
cornwall2-103388,medieval,post medieval,,,,,,,,,,,
cornwall2-103399,medieval,,,,,,,,,,,,
cornwall2-103407,medieval,,,,,,,,,,,,
cornwall2-103886,medieval,post medieval,,,,,,,,,,,
cornwall2-103890,medieval,post medieval,,,,,,,,,,,
cornwall2-109641,medieval,,,,,,,,,,,,
cornwall2-110400,medieval,post medieval,,,,,,,,,,,
cornwall2-110900,medieval,,,,,,,,,,,,
cornwall2-113452,medieval,post medieval,,,,,,,,,,,
cornwall2-114492,medieval,,,,,,,,,,,,
cornwall2-114702,medieval,,,,,,,,,,,,
cornwall2-114809,medieval,post medieval,,,,,,,,,,,
cornwall2-115642,medieval,,,,,,,,,,,,
cornwall2-115655,medieval,,,,,,,,,,,,
cornwall2-116888,medieval,,,,,,,,,,,,
cornwall2-116896,medieval,post medieval,,,,,,,,,,,
cornwall2-116900,medieval,post medieval,,,,,,,,,,,
cornwall2-116907,medieval,,,,,,,,,,,,
cornwall2-116908,medieval,,,,,,,,,,,,
cornwall2-117672,medieval,post medieval,,,,,,,,,,,
cornwall2-117678,medieval,,,,,,,,,,,,
cornwall2-118055,medieval,,,,,,,,,,,,
cornwall2-118056,medieval,,,,,,,,,,,,
cornwall2-118062,medieval,,,,,,,,,,,,
cornwall2-137408,medieval,,,,,,,,,,,,
cornwall2-139805,medieval,,,,,,,,,,,,
cornwall2-149841,medieval,,,,,,,,,,,,
cornwall2-150445,medieval,post medieval,,,,,,,,,,,
cornwall2-151216,medieval,,,,,,,,,,,,
cornwall2-152740,medieval,middle iron age,roman,,,,,,,,,,
cornwall2-156066,medieval,,,,,,,,,,,,
cornwall2-168624,medieval,,,,,,,,,,,,
cornwall2-176745,medieval,post medieval,roman,,,,,,,,,,
cornwall2-178026,medieval,,,,,,,,,,,,
cornwall2-180820,medieval,,,,,,,,,,,,
cornwall2-185281,medieval,,,,,,,,,,,,
cornwall2-185351,medieval,post medieval,,,,,,,,,,,
cornwall2-185361,medieval,,,,,,,,,,,,
cornwall2-189401,medieval,,,,,,,,,,,,
cornwall2-197050,medieval,middle bronze age,,,,,,,,,,,
cornwall2-200095,medieval,post medieval,,,,,,,,,,,
cornwall2-202101,medieval,,,,,,,,,,,,
cornwall2-202999,medieval,,,,,,,,,,,,
cornwall2-205631,medieval,post medieval,,,,,,,,,,,
cornwall2-217465,medieval,,,,,,,,,,,,
cornwall2-217635,medieval,,,,,,,,,,,,
cornwall2-220523,medieval,,,,,,,,,,,,
cornwall2-225614,medieval,,,,,,,,,,,,
cornwall2-225962,medieval,post medieval,,,,,,,,,,,
cornwall2-230099,medieval,,,,,,,,,,,,
cornwall2-241899,medieval,,,,,,,,,,,,
cornwall2-242950,medieval,,,,,,,,,,,,
cornwall2-246350,medieval,,,,,,,,,,,,
cornwall2-247853,medieval,roman,,,,,,,,,,,
cornwall2-250987,medieval,,,,,,,,,,,,
cornwall2-251598,medieval,middle bronze age,,,,,,,,,,,
cornwall2-253571,medieval,,,,,,,,,,,,
cornwall2-257066,medieval,,,,,,,,,,,,
cornwall2-262369,medieval,post medieval,,,,,,,,,,,
cornwall2-264037,medieval,,,,,,,,,,,,
cornwall2-266744,medieval,,,,,,,,,,,,
cornwall2-266942,medieval,post medieval,,,,,,,,,,,
cornwall2-267634,medieval,post medieval,,,,,,,,,,,
cornwall2-269140,medieval,post medieval,,,,,,,,,,,
cornwall2-271714,medieval,,,,,,,,,,,,
cornwall2-274772,medieval,post medieval,,,,,,,,,,,
cornwall2-276051,medieval,,,,,,,,,,,,
cornwall2-279728,medieval,,,,,,,,,,,,
cornwall2-289410,medieval,post medieval,,,,,,,,,,,
cornwall2-290342,medieval,post medieval,,,,,,,,,,,
cornwall2-291109,medieval,,,,,,,,,,,,
cornwall2-293649,medieval,,,,,,,,,,,,
cornwall2-303566,medieval,post medieval,,,,,,,,,,,
cornwall2-303698,medieval,,,,,,,,,,,,
cornwall2-304174,medieval,post medieval,,,,,,,,,,,
cornwall2-304284,medieval,,,,,,,,,,,,
cornwall2-304624,medieval,post medieval,,,,,,,,,,,
cornwall2-315345,medieval,post medieval,,,,,,,,,,,
cornwall2-79635,medieval,,post medieval,,,,,,,,,,
cornwall2-89455,medieval,post medieval,,,,,,,,,,,
cornwall2-96422,medieval,,,,,,,,,,,,
cornwall2-97388,medieval,,,,,,,,,,,,
cornwall2-97403,medieval,,,,,,,,,,,,
cotswold2-101540,medieval,post medieval,roman,,,,,,,,,,
cotswold2-115996,medieval,roman,,,,,,,,,,,
cotswold2-116477,medieval,roman,,,,,,,,,,,
cotswold2-116497,medieval,,,,,,,,,,,,
cotswold2-116729,medieval,post medieval,,,,,,,,,,,
cotswold2-124230,medieval,post medieval,,,,,,,,,,,
cotswold2-133722,medieval,post medieval,,,,,,,,,,,
cotswold2-133742,medieval,,,,,,,,,,,,
cotswold2-133881,medieval,post medieval,,,,,,,,,,,
cotswold2-141651,medieval,,,,,,,,,,,,
cotswold2-145602,medieval,,,,,,,,,,,,
cotswold2-145970,medieval,,,,,,,,,,,,
cotswold2-146051,medieval,roman,,,,,,,,,,,
cotswold2-151321,medieval,,,,,,,,,,,,
cotswold2-151323,medieval,,,,,,,,,,,,
cotswold2-151362,medieval,,,,,,,,,,,,
cotswold2-151711,medieval,post medieval,,,,,,,,,,,
cotswold2-152608,medieval,,,,,,,,,,,,
cotswold2-158702,medieval,,,,,,,,,,,,
cotswold2-159637,medieval,post medieval,,,,,,,,,,,
cotswold2-164346,medieval,post medieval,,,,,,,,,,,
cotswold2-169461,medieval,post medieval,,,,,,,,,,,
cotswold2-169842,medieval,,,,,,,,,,,,
cotswold2-169920,medieval,post medieval,,,,,,,,,,,
cotswold2-174514,medieval,,,,,,,,,,,,
cotswold2-175567,medieval,,,,,,,,,,,,
cotswold2-179159,medieval,,,,,,,,,,,,
cotswold2-191498,medieval,roman,,,,,,,,,,,
cotswold2-191517,medieval,roman,,,,,,,,,,,
cotswold2-210774,medieval,,,,,,,,,,,,
cotswold2-211233,medieval,,,,,,,,,,,,
cotswold2-211303,medieval,,,,,,,,,,,,
cotswold2-212400,medieval,,,,,,,,,,,,
cotswold2-213445,medieval,post medieval,roman,,,,,,,,,,
cotswold2-214925,medieval,roman,,,,,,,,,,,
cotswold2-215351,medieval,,,,,,,,,,,,
cotswold2-216502,medieval,,,,,,,,,,,,
cotswold2-217798,medieval,post medieval,,,,,,,,,,,
cotswold2-227604,medieval,,,,,,,,,,,,
cotswold2-227627,medieval,post medieval,,,,,,,,,,,
cotswold2-227630,medieval,roman,,,,,,,,,,,
cotswold2-227805,medieval,post medieval,,,,,,,,,,,
cotswold2-235014,medieval,post medieval,,,,,,,,,,,
cotswold2-240157,medieval,post medieval,,,,,,,,,,,
cotswold2-243911,medieval,post medieval,,,,,,,,,,,
cotswold2-254323,medieval,,,,,,,,,,,,
cotswold2-257324,medieval,,,,,,,,,,,,
cotswold2-280846,medieval,post medieval,,,,,,,,,,,
cotswold2-281049,medieval,post medieval,,,,,,,,,,,
cotswold2-281083,medieval,,,,,,,,,,,,
cotswold2-281192,medieval,post medieval,,,,,,,,,,,
cotswold2-281204,medieval,roman,,,,,,,,,,,
cotswold2-281218,medieval,,,,,,,,,,,,
cotswold2-281233,medieval,post medieval,,,,,,,,,,,
cotswold2-281287,medieval,,,,,,,,,,,,
cotswold2-281336,medieval,roman,,,,,,,,,,,
cotswold2-281474,medieval,,,,,,,,,,,,
cotswold2-281476,medieval,,,,,,,,,,,,
cotswold2-281484,medieval,post medieval,roman,,,,,,,,,,
cotswold2-281580,medieval,,,,,,,,,,,,
cotswold2-281737,medieval,,,,,,,,,,,,
cotswold2-281861,medieval,middle bronze age,,,,,,,,,,,
cotswold2-282103,medieval,post medieval,roman,,,,,,,,,,
cotswold2-282238,medieval,roman,,,,,,,,,,,
cotswold2-282554,medieval,post medieval,,,,,,,,,,,
cotswold2-282601,medieval,,,,,,,,,,,,
cotswold2-282663,medieval,post medieval,,,,,,,,,,,
cotswold2-282680,medieval,,,,,,,,,,,,
cotswold2-282683,medieval,,,,,,,,,,,,
cotswold2-282790,medieval,post medieval,roman,,,,,,,,,,
cotswold2-283115,medieval,post medieval,,,,,,,,,,,
cotswold2-283128,medieval,post medieval,,,,,,,,,,,
cotswold2-287323,medieval,post medieval,,,,,,,,,,,
cotswold2-288088,medieval,,,,,,,,,,,,
cotswold2-289415,medieval,,,,,,,,,,,,
cotswold2-289433,medieval,,,,,,,,,,,,
cotswold2-289438,medieval,post medieval,roman,,,,,,,,,,
cotswold2-289440,medieval,,,,,,,,,,,,
cotswold2-289525,medieval,post medieval,,,,,,,,,,,
cotswold2-289528,medieval,,,,,,,,,,,,
cotswold2-289538,medieval,,,,,,,,,,,,
cotswold2-293913,medieval,,,,,,,,,,,,
cotswold2-298931,medieval,post medieval,,,,,,,,,,,
cotswold2-307075,medieval,roman,,,,,,,,,,,
cotswold2-308255,medieval,,,,,,,,,,,,
cotswold2-310663,medieval,post medieval,,,,,,,,,,,
cotswold2-310670,medieval,,,,,,,,,,,,
cotswold2-310683,medieval,,,,,,,,,,,,
cotswold2-310690,medieval,post medieval,,,,,,,,,,,
cotswold2-310706,medieval,,,,,,,,,,,,
cotswold2-311129,medieval,,,,,,,,,,,,
cotswold2-314252,medieval,post medieval,,,,,,,,,,,
cotswold2-314271,medieval,post medieval,,,,,,,,,,,
cotswold2-314704,medieval,roman,,,,,,,,,,,
cotswold2-316370,medieval,,,,,,,,,,,,
cotswold2-40030,medieval,,,,,,,,,,,,
cotswold2-52680,medieval,,,,,,,,,,,,
cotswold2-54436,medieval,post medieval,,,,,,,,,,,
cotswold2-56884,medieval,post medieval,,,,,,,,,,,
cotswold2-71417,medieval,post medieval,,,,,,,,,,,
cotswold2-80901,medieval,,,,,,,,,,,,
cotswold2-81900,medieval,post medieval,,,,,,,,,,,
cotswold2-85929,medieval,roman,,,,,,,,,,,
cotswold2-86432,medieval,post medieval,roman,,,,,,,,,,
cotswold2-87117,medieval,,,,,,,,,,,,
cotswold2-97375,medieval,,,,,,,,,,,,
cotswold2-98136,medieval,,,,,,,,,,,,
cotswold2-98157,medieval,,,,,,,,,,,,
cotswold2-98223,medieval,,,,,,,,,,,,
cotswold2-98423,medieval,,,,,,,,,,,,
cotswold2-98486,medieval,,,,,,,,,,,,
cotswold2-98932,medieval,,,,,,,,,,,,
cotswold2-99205,medieval,roman,,,,,,,,,,,
cotswold2-99243,medieval,,,,,,,,,,,,
cotswold2-99250,medieval,,,,,,,,,,,,
cotswold2-99258,medieval,post medieval,,,,,,,,,,,
cotswold2-99757,medieval,,,,,,,,,,,,
csarchae1-111577,medieval,,,,,,,,,,,,
csarchae1-111581,medieval,,,,,,,,,,,,
csarchae1-129000,medieval,post medieval,,,,,,,,,,,
csarchae1-136896,medieval,,,,,,,,,,,,
csarchae1-265417,medieval,,,,,,,,,,,,
csarchae1-33333,medieval,,,,,,,,,,,,
csarchae1-40702,medieval,post medieval,,,,,,,,,,,
csarchae1-48581,medieval,,,,,,,,,,,,
csarchae1-50340,medieval,,,,,,,,,,,,
csarchae1-67141,medieval,post medieval,,,,,,,,,,,
csarchae1-69646,medieval,post medieval,,,,,,,,,,,
csarchae1-94570,medieval,,,,,,,,,,,,
davidand1-134056,medieval,post medieval,,,,,,,,,,,
dennispa1-115483,medieval,post medieval,,,,,,,,,,,
dennispa1-128141,medieval,post medieval,,,,,,,,,,,
dennispa1-157524,medieval,,,,,,,,,,,,
dennispa1-175232,medieval,,,,,,,,,,,,
dennispa1-204073,medieval,,,,,,,,,,,,
dennispa1-91925,medieval,,,,,,,,,,,,
derekhal1-103607,medieval,,,,,,,,,,,,
derekhal1-109748,medieval,,,,,,,,,,,,
derekhal1-119204,medieval,,,,,,,,,,,,
derekhal1-123510,medieval,,,,,,,,,,,,
derekhal1-124583,medieval,post medieval,,,,,,,,,,,
derekhal1-136028,medieval,post medieval,,,,,,,,,,,
derekhal1-143207,medieval,,,,,,,,,,,,
derekhal1-144568,medieval,post medieval,roman,,,,,,,,,,
derekhal1-144676,medieval,,,,,,,,,,,,
derekhal1-163807,medieval,,,,,,,,,,,,
derekhal1-183159,medieval,,,,,,,,,,,,
derekhal1-66566,medieval,post medieval,,,,,,,,,,,
derekhal1-77836,medieval,,,,,,,,,,,,
derekhal1-84941,medieval,,,,,,,,,,,,
drphilip1-206554,medieval,,,,,,,,,,,,
drphilip1-206559,medieval,,,,,,,,,,,,
drphilip1-206566,medieval,,,,,,,,,,,,
drstuart1-154143,medieval,post medieval,,,,,,,,,,,
dumfries2-168506,medieval,post medieval,,,,,,,,,,,
eastloth3-175673,medieval,,,,,,,,,,,,
eastloth3-211121,medieval,,,,,,,,,,,,
eastloth3-33598,medieval,,,,,,,,,,,,
eastsuss3-7644,medieval,,,,,,,,,,,,
ecusltd1-153363,medieval,post medieval,roman,,,,,,,,,,
ecusltd1-153369,medieval,,,,,,,,,,,,
ecusltd1-153408,medieval,post medieval,,,,,,,,,,,
eddennis1-101986,medieval,post medieval,,,,,,,,,,,
eddennis1-102168,medieval,post medieval,,,,,,,,,,,
eddennis1-102171,medieval,,,,,,,,,,,,
eddennis1-102191,medieval,post medieval,,,,,,,,,,,
eddennis1-102228,medieval,,,,,,,,,,,,
eddennis1-122708,medieval,,,,,,,,,,,,
eddennis1-122724,medieval,post medieval,,,,,,,,,,,
eddennis1-151694,medieval,post medieval,,,,,,,,,,,
eddennis1-151726,medieval,,,,,,,,,,,,
eddennis1-156343,medieval,post medieval,,,,,,,,,,,
eddennis1-171701,medieval,,,,,,,,,,,,
eddennis1-171725,medieval,post medieval,,,,,,,,,,,
eddennis1-189642,medieval,,,,,,,,,,,,
eddennis1-189663,medieval,post medieval,,,,,,,,,,,
eddennis1-210494,medieval,,,,,,,,,,,,
eddennis1-222389,medieval,post medieval,,,,,,,,,,,
eddennis1-222470,medieval,,,,,,,,,,,,
eddennis1-224146,medieval,,,,,,,,,,,,
eddennis1-224148,medieval,post medieval,,,,,,,,,,,
eddennis1-276984,medieval,,,,,,,,,,,,
eddennis1-277024,medieval,,,,,,,,,,,,
eddennis1-305765,medieval,,,,,,,,,,,,
eddennis1-45255,medieval,,,,,,,,,,,,
eddennis1-45259,medieval,,,,,,,,,,,,
eddennis1-45263,medieval,,,,,,,,,,,,
eddennis1-45629,medieval,,,,,,,,,,,,
eddennis1-45633,medieval,,,,,,,,,,,,
eddennis1-45639,medieval,,,,,,,,,,,,
eddennis1-45650,medieval,,,,,,,,,,,,
eddennis1-45653,medieval,post medieval,,,,,,,,,,,
eddennis1-45658,medieval,post medieval,,,,,,,,,,,
eddennis1-45890,medieval,post medieval,,,,,,,,,,,
eddennis1-45892,medieval,post medieval,,,,,,,,,,,
eddennis1-45901,medieval,,,,,,,,,,,,
eddennis1-46875,medieval,,,,,,,,,,,,
eddennis1-46880,medieval,,,,,,,,,,,,
eddennis1-46936,medieval,post medieval,,,,,,,,,,,
eddennis1-47025,medieval,post medieval,,,,,,,,,,,
eddennis1-62603,medieval,post medieval,,,,,,,,,,,
eddennis1-62605,medieval,,,,,,,,,,,,
eddennis1-62611,medieval,post medieval,,,,,,,,,,,
eddennis1-62628,medieval,post medieval,,,,,,,,,,,
eddennis1-62637,medieval,post medieval,,,,,,,,,,,
eddennis1-62652,medieval,,,,,,,,,,,,
edenmapp1-317428,medieval,,,,,,,,,,,,
englishh2-104956,medieval,post medieval,,,,,,,,,,,
englishh2-104961,medieval,,,,,,,,,,,,
englishh2-104962,medieval,,,,,,,,,,,,
englishh2-105673,medieval,post medieval,,,,,,,,,,,
englishh2-105676,medieval,,,,,,,,,,,,
englishh2-105690,medieval,,,,,,,,,,,,
englishh2-105695,medieval,,,,,,,,,,,,
englishh2-105703,medieval,,,,,,,,,,,,
englishh2-105710,medieval,post medieval,,,,,,,,,,,
englishh2-105713,medieval,post medieval,,,,,,,,,,,
englishh2-105817,medieval,,,,,,,,,,,,
englishh2-105818,medieval,,,,,,,,,,,,
englishh2-105819,medieval,,,,,,,,,,,,
englishh2-105846,medieval,,,,,,,,,,,,
englishh2-105873,medieval,post medieval,,,,,,,,,,,
englishh2-105877,medieval,,,,,,,,,,,,
englishh2-105879,medieval,post medieval,,,,,,,,,,,
englishh2-106093,medieval,post medieval,,,,,,,,,,,
englishh2-107041,medieval,post medieval,,,,,,,,,,,
englishh2-107045,medieval,,,,,,,,,,,,
englishh2-107050,medieval,post medieval,,,,,,,,,,,
englishh2-107052,medieval,,,,,,,,,,,,
englishh2-107065,medieval,,,,,,,,,,,,
englishh2-107275,medieval,,,,,,,,,,,,
englishh2-107416,medieval,,,,,,,,,,,,
englishh2-107635,medieval,post medieval,,,,,,,,,,,
englishh2-107636,medieval,post medieval,,,,,,,,,,,
englishh2-107655,medieval,post medieval,,,,,,,,,,,
englishh2-107676,medieval,post medieval,,,,,,,,,,,
englishh2-107679,medieval,,,,,,,,,,,,
englishh2-107684,medieval,post medieval,,,,,,,,,,,
englishh2-107686,medieval,post medieval,,,,,,,,,,,
englishh2-107705,medieval,post medieval,,,,,,,,,,,
englishh2-107715,medieval,,,,,,,,,,,,
englishh2-107718,medieval,,,,,,,,,,,,
englishh2-107721,medieval,post medieval,,,,,,,,,,,
englishh2-107861,medieval,,,,,,,,,,,,
englishh2-107869,medieval,post medieval,,,,,,,,,,,
englishh2-107877,medieval,,,,,,,,,,,,
englishh2-107978,medieval,,,,,,,,,,,,
englishh2-107980,medieval,,,,,,,,,,,,
englishh2-108067,medieval,,,,,,,,,,,,
englishh2-108180,medieval,post medieval,,,,,,,,,,,
englishh2-108272,medieval,,,,,,,,,,,,
englishh2-108411,medieval,post medieval,,,,,,,,,,,
englishh2-108426,medieval,,,,,,,,,,,,
englishh2-108432,medieval,,,,,,,,,,,,
englishh2-108515,medieval,,,,,,,,,,,,
englishh2-108518,medieval,,,,,,,,,,,,
englishh2-108522,medieval,,,,,,,,,,,,
englishh2-108523,medieval,post medieval,,,,,,,,,,,
englishh2-108526,medieval,post medieval,,,,,,,,,,,
englishh2-108576,medieval,,,,,,,,,,,,
englishh2-108596,medieval,post medieval,,,,,,,,,,,
englishh2-108668,medieval,post medieval,,,,,,,,,,,
englishh2-108693,medieval,post medieval,,,,,,,,,,,
englishh2-108695,medieval,,,,,,,,,,,,
englishh2-108696,medieval,,,,,,,,,,,,
englishh2-108697,medieval,,,,,,,,,,,,
englishh2-108698,medieval,post medieval,,,,,,,,,,,
englishh2-108704,medieval,,,,,,,,,,,,
englishh2-108705,medieval,post medieval,,,,,,,,,,,
englishh2-108706,medieval,post medieval,,,,,,,,,,,
englishh2-108709,medieval,post medieval,,,,,,,,,,,
englishh2-108739,medieval,,,,,,,,,,,,
englishh2-108748,medieval,,,,,,,,,,,,
englishh2-108987,medieval,post medieval,,,,,,,,,,,
englishh2-109326,medieval,post medieval,,,,,,,,,,,
englishh2-109606,medieval,,,,,,,,,,,,
englishh2-109612,medieval,,,,,,,,,,,,
englishh2-109738,medieval,,,,,,,,,,,,
englishh2-110296,medieval,,,,,,,,,,,,
englishh2-110299,medieval,post medieval,,,,,,,,,,,
englishh2-110468,medieval,post medieval,,,,,,,,,,,
englishh2-110679,medieval,,,,,,,,,,,,
englishh2-110681,medieval,post medieval,,,,,,,,,,,
englishh2-110815,medieval,post medieval,,,,,,,,,,,
englishh2-112640,medieval,post medieval,,,,,,,,,,,
englishh2-112645,medieval,,,,,,,,,,,,
englishh2-113280,medieval,,,,,,,,,,,,
englishh2-113281,medieval,post medieval,,,,,,,,,,,
englishh2-113366,medieval,,,,,,,,,,,,
englishh2-113604,medieval,post medieval,,,,,,,,,,,
englishh2-114196,medieval,,,,,,,,,,,,
englishh2-114233,medieval,,,,,,,,,,,,
englishh2-114244,medieval,post medieval,,,,,,,,,,,
englishh2-114374,medieval,,,,,,,,,,,,
englishh2-114467,medieval,post medieval,,,,,,,,,,,
englishh2-114487,medieval,,,,,,,,,,,,
englishh2-114495,medieval,,,,,,,,,,,,
englishh2-114508,medieval,,,,,,,,,,,,
englishh2-114533,medieval,,,,,,,,,,,,
englishh2-114540,medieval,post medieval,,,,,,,,,,,
englishh2-114548,medieval,post medieval,,,,,,,,,,,
englishh2-115567,medieval,post medieval,,,,,,,,,,,
englishh2-115582,medieval,,,,,,,,,,,,
englishh2-115825,medieval,,,,,,,,,,,,
englishh2-115826,medieval,post medieval,,,,,,,,,,,
englishh2-115828,medieval,,,,,,,,,,,,
englishh2-115930,medieval,,,,,,,,,,,,
englishh2-116206,medieval,post medieval,,,,,,,,,,,
englishh2-116320,medieval,,,,,,,,,,,,
englishh2-116860,medieval,post medieval,,,,,,,,,,,
englishh2-116863,medieval,,,,,,,,,,,,
englishh2-116886,medieval,post medieval,,,,,,,,,,,
englishh2-116903,medieval,post medieval,,,,,,,,,,,
englishh2-116910,medieval,post medieval,,,,,,,,,,,
englishh2-116912,medieval,post medieval,,,,,,,,,,,
englishh2-116955,medieval,post medieval,,,,,,,,,,,
englishh2-117045,medieval,,,,,,,,,,,,
englishh2-117054,medieval,post medieval,,,,,,,,,,,
englishh2-117057,medieval,,,,,,,,,,,,
englishh2-117107,medieval,,,,,,,,,,,,
englishh2-117113,medieval,,,,,,,,,,,,
englishh2-117742,medieval,,,,,,,,,,,,
englishh2-117744,medieval,post medieval,,,,,,,,,,,
englishh2-117745,medieval,,,,,,,,,,,,
englishh2-117866,medieval,,,,,,,,,,,,
englishh2-117956,medieval,,,,,,,,,,,,
englishh2-117957,medieval,,,,,,,,,,,,
englishh2-117958,medieval,,,,,,,,,,,,
englishh2-117960,medieval,,,,,,,,,,,,
englishh2-117962,medieval,,,,,,,,,,,,
englishh2-118351,medieval,,,,,,,,,,,,
englishh2-118354,medieval,,,,,,,,,,,,
englishh2-118355,medieval,,,,,,,,,,,,
englishh2-118369,medieval,,,,,,,,,,,,
englishh2-118370,medieval,,,,,,,,,,,,
englishh2-118372,medieval,,,,,,,,,,,,
englishh2-118429,medieval,,,,,,,,,,,,
englishh2-118434,medieval,,,,,,,,,,,,
englishh2-118437,medieval,,,,,,,,,,,,
englishh2-118746,medieval,,,,,,,,,,,,
englishh2-119616,medieval,,,,,,,,,,,,
englishh2-119619,medieval,,,,,,,,,,,,
englishh2-119620,medieval,,,,,,,,,,,,
englishh2-119621,medieval,,,,,,,,,,,,
englishh2-119622,medieval,,,,,,,,,,,,
englishh2-119625,medieval,,,,,,,,,,,,
englishh2-119626,medieval,,,,,,,,,,,,
englishh2-119627,medieval,,,,,,,,,,,,
englishh2-119628,medieval,,,,,,,,,,,,
englishh2-119629,medieval,,,,,,,,,,,,
englishh2-119630,medieval,,,,,,,,,,,,
englishh2-119631,medieval,,,,,,,,,,,,
englishh2-119633,medieval,,,,,,,,,,,,
englishh2-119635,medieval,,,,,,,,,,,,
englishh2-119636,medieval,post medieval,,,,,,,,,,,
englishh2-119641,medieval,,,,,,,,,,,,
englishh2-119699,medieval,post medieval,,,,,,,,,,,
englishh2-119700,medieval,post medieval,,,,,,,,,,,
englishh2-119765,medieval,post medieval,,,,,,,,,,,
englishh2-119773,medieval,post medieval,,,,,,,,,,,
englishh2-119774,medieval,post medieval,,,,,,,,,,,
englishh2-119831,medieval,post medieval,,,,,,,,,,,
englishh2-119832,medieval,post medieval,,,,,,,,,,,
englishh2-119899,medieval,,,,,,,,,,,,
englishh2-120007,medieval,post medieval,,,,,,,,,,,
englishh2-120012,medieval,,,,,,,,,,,,
englishh2-120016,medieval,post medieval,,,,,,,,,,,
englishh2-120018,medieval,post medieval,,,,,,,,,,,
englishh2-120020,medieval,post medieval,,,,,,,,,,,
englishh2-120027,medieval,post medieval,,,,,,,,,,,
englishh2-120029,medieval,post medieval,,,,,,,,,,,
englishh2-120031,medieval,,,,,,,,,,,,
englishh2-120035,medieval,,,,,,,,,,,,
englishh2-120037,medieval,post medieval,,,,,,,,,,,
englishh2-120038,medieval,post medieval,,,,,,,,,,,
englishh2-120161,medieval,post medieval,,,,,,,,,,,
englishh2-121228,medieval,,,,,,,,,,,,
englishh2-121233,medieval,post medieval,,,,,,,,,,,
englishh2-121257,medieval,post medieval,,,,,,,,,,,
englishh2-121258,medieval,post medieval,,,,,,,,,,,
englishh2-125925,medieval,post medieval,,,,,,,,,,,
englishh2-125936,medieval,,,,,,,,,,,,
englishh2-131174,medieval,post medieval,,,,,,,,,,,
englishh2-131179,medieval,,,,,,,,,,,,
englishh2-131184,medieval,post medieval,,,,,,,,,,,
englishh2-131188,medieval,post medieval,,,,,,,,,,,
englishh2-132428,medieval,post medieval,,,,,,,,,,,
englishh2-132502,medieval,,,,,,,,,,,,
englishh2-132612,medieval,roman,,,,,,,,,,,
englishh2-132643,medieval,post medieval,,,,,,,,,,,
englishh2-132739,medieval,post medieval,,,,,,,,,,,
englishh2-135473,medieval,,,,,,,,,,,,
englishh2-135541,medieval,post medieval,,,,,,,,,,,
englishh2-137350,medieval,post medieval,,,,,,,,,,,
englishh2-147040,medieval,post medieval,,,,,,,,,,,
englishh2-147067,medieval,post medieval,,,,,,,,,,,
englishh2-147072,medieval,post medieval,,,,,,,,,,,
englishh2-153489,medieval,,,,,,,,,,,,
englishh2-157552,medieval,post medieval,,,,,,,,,,,
englishh2-158219,medieval,post medieval,,,,,,,,,,,
